sequence_id,b1_timestamp
8,1754389989634
9,1754389989634
10,1754389989634
11,1754389989636
12,1754389989652
13,1754389989654
14,1754389989654
15,1754389989654
16,1754389989687
17,1754389989687
18,1754389989728
19,1754389989728
20,1754389989728
21,1754389989764
22,1754389989764
23,1754389989766
24,1754389989766
25,1754389989766
26,1754389989806
27,1754389989808
28,1754389989808
29,1754389989832
30,1754389989834
31,1754389989834
32,1754389989874
33,1754389989874
34,1754389989875
35,1754389989875
36,1754389989897
37,1754389989898
38,1754389989898
39,1754389989906
40,1754389989937
41,1754389989937
42,1754389989937
43,1754389989969
44,1754389989969
45,1754389989969
46,1754389990010
47,1754389990010
48,1754389990010
49,1754389990049
50,1754389990049
51,1754389990049
52,1754389990056
53,1754389990056
54,1754389990056
55,1754389990085
56,1754389990085
57,1754389990085
58,1754389990127
59,1754389990127
60,1754389990127
61,1754389990162
62,1754389990162
63,1754389990162
64,1754389990174
65,1754389990174
66,1754389990174
67,1754389990206
68,1754389990206
69,1754389990245
70,1754389990245
71,1754389990245
72,1754389990248
73,1754389990286
74,1754389990286
75,1754389990286
76,1754389990290
77,1754389990334
78,1754389990334
79,1754389990334
80,1754389990334
81,1754389990336
82,1754389990370
83,1754389990370
84,1754389990370
85,1754389990370
86,1754389990409
87,1754389990409
88,1754389990409
89,1754389990410
90,1754389990445
91,1754389990446
92,1754389990446
93,1754389990448
94,1754389990481
95,1754389990481
96,1754389990481
97,1754389990514
98,1754389990514
99,1754389990516
100,1754389990539
101,1754389990539
102,1754389990539
103,1754389990539
104,1754389990577
105,1754389990577
106,1754389990580
107,1754389990611
108,1754389990612
109,1754389990612
110,1754389990654
111,1754389990654
112,1754389990654
113,1754389990654
114,1754389990692
115,1754389990694
116,1754389990694
117,1754389990694
118,1754389990729
119,1754389990729
120,1754389990729
121,1754389990730
122,1754389990767
123,1754389990767
124,1754389990767
125,1754389990772
126,1754389990825
127,1754389990826
128,1754389990826
129,1754389990826
130,1754389990828
131,1754389990828
132,1754389990830
133,1754389990857
134,1754389990857
135,1754389990897
136,1754389990897
137,1754389990897
138,1754389990932
139,1754389990934
140,1754389990934
141,1754389990940
142,1754389990940
143,1754389990942
144,1754389990972
145,1754389990974
146,1754389991007
147,1754389991007
148,1754389991010
149,1754389991010
150,1754389991040
151,1754389991040
152,1754389991040
153,1754389991042
154,1754389991080
155,1754389991080
156,1754389991080
157,1754389991119
158,1754389991119
159,1754389991119
160,1754389991160
161,1754389991160
162,1754389991160
163,1754389991162
164,1754389991162
165,1754389991232
166,1754389991232
167,1754389991232
168,1754389991234
169,1754389991234
170,1754389991234
171,1754389991234
172,1754389991257
173,1754389991260
174,1754389991260
175,1754389991260
176,1754389991309
177,1754389991309
178,1754389991309
179,1754389991329
180,1754389991330
181,1754389991330
182,1754389991330
183,1754389991372
184,1754389991372
185,1754389991374
186,1754389991410
187,1754389991412
188,1754389991412
189,1754389991412
190,1754389991452
191,1754389991452
192,1754389991452
193,1754389991454
194,1754389991492
195,1754389991499
196,1754389991499
197,1754389991499
198,1754389991546
199,1754389991548
200,1754389991548
201,1754389991548
202,1754389991548
203,1754389991552
204,1754389991554
205,1754389991554
206,1754389991572
207,1754389991572
208,1754389991619
209,1754389991619
210,1754389991649
211,1754389991649
212,1754389991649
213,1754389991659
214,1754389991700
215,1754389991700
216,1754389991700
217,1754389991702
218,1754389991702
219,1754389991738
220,1754389991738
221,1754389991738
222,1754389991738
223,1754389991779
224,1754389991780
225,1754389991780
226,1754389991809
227,1754389991809
228,1754389991809
229,1754389991809
230,1754389991809
231,1754389991849
232,1754389991849
233,1754389991850
234,1754389991889
235,1754389991889
236,1754389991889
237,1754389991889
238,1754389991929
239,1754389991929
240,1754389991929
241,1754389991929
242,1754389991967
243,1754389991970
244,1754389991970
245,1754389991970
246,1754389992012
247,1754389992012
248,1754389992014
249,1754389992021
250,1754389992021
251,1754389992021
252,1754389992040
253,1754389992040
254,1754389992094
255,1754389992094
256,1754389992094
257,1754389992101
258,1754389992102
259,1754389992102
260,1754389992139
261,1754389992139
262,1754389992194
263,1754389992194
264,1754389992194
265,1754389992194
266,1754389992194
267,1754389992194
268,1754389992194
269,1754389992220
270,1754389992220
271,1754389992220
272,1754389992281
273,1754389992281
274,1754389992281
275,1754389992281
276,1754389992282
277,1754389992282
278,1754389992327
279,1754389992327
280,1754389992327
281,1754389992369
282,1754389992369
283,1754389992369
284,1754389992369
285,1754389992369
286,1754389992431
287,1754389992431
288,1754389992431
289,1754389992431
290,1754389992454
291,1754389992454
292,1754389992454
293,1754389992454
294,1754389992456
295,1754389992456
296,1754389992512
297,1754389992512
298,1754389992514
299,1754389992514
300,1754389992516
301,1754389992532
302,1754389992533
303,1754389992533
304,1754389992576
305,1754389992580
306,1754389992592
307,1754389992592
308,1754389992594
309,1754389992594
310,1754389992614
311,1754389992614
312,1754389992652
313,1754389992654
314,1754389992694
315,1754389992694
316,1754389992694
317,1754389992694
318,1754389992727
319,1754389992730
320,1754389992730
321,1754389992730
322,1754389992774
323,1754389992774
324,1754389992774
325,1754389992780
326,1754389992782
327,1754389992782
328,1754389992812
329,1754389992814
330,1754389992852
331,1754389992854
332,1754389992854
333,1754389992854
334,1754389992901
335,1754389992902
336,1754389992902
337,1754389992902
338,1754389992934
339,1754389992934
340,1754389992934
341,1754389992934
342,1754389992934
343,1754389992968
344,1754389992970
345,1754389992970
346,1754389993008
347,1754389993008
348,1754389993008
349,1754389993060
350,1754389993060
351,1754389993060
352,1754389993060
353,1754389993060
354,1754389993093
355,1754389993094
356,1754389993094
357,1754389993094
358,1754389993129
359,1754389993129
360,1754389993129
361,1754389993129
362,1754389993172
363,1754389993174
364,1754389993174
365,1754389993174
366,1754389993219
367,1754389993219
368,1754389993219
369,1754389993219
370,1754389993252
371,1754389993252
372,1754389993254
373,1754389993254
374,1754389993254
375,1754389993288
376,1754389993288
377,1754389993288
378,1754389993321
379,1754389993321
380,1754389993321
381,1754389993370
382,1754389993371
383,1754389993371
384,1754389993372
385,1754389993409
386,1754389993409
387,1754389993409
388,1754389993409
389,1754389993409
390,1754389993446
391,1754389993446
392,1754389993446
393,1754389993446
394,1754389993484
395,1754389993486
396,1754389993486
397,1754389993526
398,1754389993526
399,1754389993526
400,1754389993526
401,1754389993559
402,1754389993559
403,1754389993559
404,1754389993560
405,1754389993591
406,1754389993592
407,1754389993594
408,1754389993594
409,1754389993632
410,1754389993632
411,1754389993632
412,1754389993652
413,1754389993652
414,1754389993652
415,1754389993654
416,1754389993693
417,1754389993693
418,1754389993724
419,1754389993725
420,1754389993726
421,1754389993728
422,1754389993760
423,1754389993760
424,1754389993760
425,1754389993796
426,1754389993798
427,1754389993800
428,1754389993800
429,1754389993842
430,1754389993842
431,1754389993842
432,1754389993884
433,1754389993888
434,1754389993888
435,1754389993888
436,1754389993888
437,1754389993919
438,1754389993919
439,1754389993919
440,1754389993919
441,1754389993948
442,1754389993948
443,1754389993948
444,1754389993948
445,1754389993973
446,1754389993973
447,1754389993974
448,1754389994011
449,1754389994011
450,1754389994053
451,1754389994053
452,1754389994053
453,1754389994053
454,1754389994092
455,1754389994094
456,1754389994094
457,1754389994094
458,1754389994132
459,1754389994132
460,1754389994134
461,1754389994134
462,1754389994174
463,1754389994174
464,1754389994174
465,1754389994174
466,1754389994209
467,1754389994209
468,1754389994209
469,1754389994209
470,1754389994247
471,1754389994247
472,1754389994247
473,1754389994247
474,1754389994273
475,1754389994273
476,1754389994273
477,1754389994339
478,1754389994339
479,1754389994339
480,1754389994351
481,1754389994352
482,1754389994352
483,1754389994378
484,1754389994379
485,1754389994379
486,1754389994379
487,1754389994414
488,1754389994414
489,1754389994414
490,1754389994449
491,1754389994449
492,1754389994449
493,1754389994449
494,1754389994488
495,1754389994488
496,1754389994489
497,1754389994489
498,1754389994519
499,1754389994521
500,1754389994521
501,1754389994568
502,1754389994568
503,1754389994568
504,1754389994568
505,1754389994600
506,1754389994601
507,1754389994602
508,1754389994602
509,1754389994639
510,1754389994639
511,1754389994642
512,1754389994642
513,1754389994681
514,1754389994681
515,1754389994681
516,1754389994681
517,1754389994732
518,1754389994732
519,1754389994732
520,1754389994732
521,1754389994741
522,1754389994742
523,1754389994742
524,1754389994778
525,1754389994778
526,1754389994800
527,1754389994802
528,1754389994802
529,1754389994802
530,1754389994851
531,1754389994851
532,1754389994851
533,1754389994862
534,1754389994862
535,1754389994862
536,1754389994891
537,1754389994891
538,1754389994926
539,1754389994927
540,1754389994930
541,1754389994930
542,1754389994964
543,1754389994965
544,1754389994965
545,1754389994968
546,1754389995001
547,1754389995001
548,1754389995001
549,1754389995049
550,1754389995052
551,1754389995052
552,1754389995052
553,1754389995091
554,1754389995091
555,1754389995091
556,1754389995091
557,1754389995091
558,1754389995133
559,1754389995133
560,1754389995133
561,1754389995133
562,1754389995169
563,1754389995170
564,1754389995170
565,1754389995170
566,1754389995208
567,1754389995208
568,1754389995208
569,1754389995208
570,1754389995240
571,1754389995240
572,1754389995242
573,1754389995281
574,1754389995282
575,1754389995282
576,1754389995282
577,1754389995322
578,1754389995322
579,1754389995322
580,1754389995322
581,1754389995361
582,1754389995361
583,1754389995361
584,1754389995361
585,1754389995408
586,1754389995408
587,1754389995408
588,1754389995408
589,1754389995448
590,1754389995448
591,1754389995448
592,1754389995448
593,1754389995482
594,1754389995482
595,1754389995484
596,1754389995484
597,1754389995511
598,1754389995511
599,1754389995512
600,1754389995512
601,1754389995556
602,1754389995556
603,1754389995556
604,1754389995576
605,1754389995580
606,1754389995580
607,1754389995580
608,1754389995611
609,1754389995612
610,1754389995646
611,1754389995646
612,1754389995646
613,1754389995646
614,1754389995671
615,1754389995673
616,1754389995674
617,1754389995704
618,1754389995707
619,1754389995707
620,1754389995739
621,1754389995739
622,1754389995740
623,1754389995769
624,1754389995769
625,1754389995769
626,1754389995769
627,1754389995801
628,1754389995801
629,1754389995801
630,1754389995832
631,1754389995832
632,1754389995833
633,1754389995861
634,1754389995861
635,1754389995861
636,1754389995893
637,1754389995894
638,1754389995894
639,1754389995926
640,1754389995926
641,1754389995926
642,1754389995957
643,1754389995958
644,1754389995958
645,1754389995981
646,1754389995981
647,1754389995981
648,1754389995981
649,1754389996019
650,1754389996019
651,1754389996054
652,1754389996054
653,1754389996054
654,1754389996054
655,1754389996091
656,1754389996093
657,1754389996093
658,1754389996113
659,1754389996113
660,1754389996113
661,1754389996120
662,1754389996159
663,1754389996159
664,1754389996159
665,1754389996193
666,1754389996193
667,1754389996193
668,1754389996193
669,1754389996211
670,1754389996211
671,1754389996211
672,1754389996248
673,1754389996248
674,1754389996288
675,1754389996288
676,1754389996288
677,1754389996333
678,1754389996335
679,1754389996335
680,1754389996336
681,1754389996336
682,1754389996336
683,1754389996336
684,1754389996374
685,1754389996374
686,1754389996409
687,1754389996409
688,1754389996409
689,1754389996409
690,1754389996436
691,1754389996439
692,1754389996439
693,1754389996439
694,1754389996481
695,1754389996481
696,1754389996513
697,1754389996513
698,1754389996513
699,1754389996513
700,1754389996513
701,1754389996531
702,1754389996534
703,1754389996534
704,1754389996579
705,1754389996579
706,1754389996614
707,1754389996614
708,1754389996614
709,1754389996614
710,1754389996614
711,1754389996648
712,1754389996648
713,1754389996649
714,1754389996691
715,1754389996699
716,1754389996699
717,1754389996728
718,1754389996728
719,1754389996728
720,1754389996728
721,1754389996728
722,1754389996769
723,1754389996769
724,1754389996769
725,1754389996779
726,1754389996781
727,1754389996781
728,1754389996820
729,1754389996820
730,1754389996853
731,1754389996853
732,1754389996853
733,1754389996853
734,1754389996853
735,1754389996888
736,1754389996888
737,1754389996888
738,1754389996929
739,1754389996929
740,1754389996929
741,1754389996969
742,1754389996969
743,1754389996969
744,1754389996971
745,1754389996971
746,1754389997013
747,1754389997013
748,1754389997013
749,1754389997013
750,1754389997039
751,1754389997039
752,1754389997041
753,1754389997041
754,1754389997085
755,1754389997085
756,1754389997086
757,1754389997121
758,1754389997121
759,1754389997121
760,1754389997121
761,1754389997160
762,1754389997161
763,1754389997161
764,1754389997161
765,1754389997199
766,1754389997201
767,1754389997201
768,1754389997201
769,1754389997243
770,1754389997245
771,1754389997245
772,1754389997245
773,1754389997284
774,1754389997287
775,1754389997287
776,1754389997287
777,1754389997329
778,1754389997329
779,1754389997329
780,1754389997329
781,1754389997366
782,1754389997366
783,1754389997369
784,1754389997370
785,1754389997396
786,1754389997396
787,1754389997396
788,1754389997399
789,1754389997402
790,1754389997483
791,1754389997483
792,1754389997483
793,1754389997491
794,1754389997493
795,1754389997494
796,1754389997494
797,1754389997494
798,1754389997494
799,1754389997498
800,1754389997498
801,1754389997529
802,1754389997569
803,1754389997569
804,1754389997569
805,1754389997613
806,1754389997613
807,1754389997613
808,1754389997613
809,1754389997613
810,1754389997651
811,1754389997653
812,1754389997653
813,1754389997653
814,1754389997696
815,1754389997696
816,1754389997697
817,1754389997697
818,1754389997733
819,1754389997733
820,1754389997733
821,1754389997733
822,1754389997753
823,1754389997753
824,1754389997755
825,1754389997755
826,1754389997791
827,1754389997791
828,1754389997818
829,1754389997818
830,1754389997818
831,1754389997818
832,1754389997853
833,1754389997853
834,1754389997873
835,1754389997873
836,1754389997873
837,1754389997873
838,1754389997919
839,1754389997919
840,1754389997959
841,1754389997961
842,1754389997961
843,1754389997961
844,1754389997961
845,1754389998010
846,1754389998010
847,1754389998011
848,1754389998011
849,1754389998039
850,1754389998041
851,1754389998041
852,1754389998041
853,1754389998042
854,1754389998086
855,1754389998086
856,1754389998086
857,1754389998127
858,1754389998129
859,1754389998129
860,1754389998133
861,1754389998133
862,1754389998165
863,1754389998165
864,1754389998165
865,1754389998166
866,1754389998208
867,1754389998208
868,1754389998208
869,1754389998246
870,1754389998246
871,1754389998246
872,1754389998246
873,1754389998286
874,1754389998286
875,1754389998286
876,1754389998286
877,1754389998289
878,1754389998325
879,1754389998325
880,1754389998325
881,1754389998368
882,1754389998368
883,1754389998368
884,1754389998368
885,1754389998411
886,1754389998413
887,1754389998413
888,1754389998413
889,1754389998457
890,1754389998459
891,1754389998459
892,1754389998459
893,1754389998459
894,1754389998499
895,1754389998499
896,1754389998499
897,1754389998499
898,1754389998538
899,1754389998538
900,1754389998538
901,1754389998538
902,1754389998538
903,1754389998568
904,1754389998568
905,1754389998568
906,1754389998605
907,1754389998605
908,1754389998605
909,1754389998645
910,1754389998645
911,1754389998645
912,1754389998646
913,1754389998687
914,1754389998687
915,1754389998687
916,1754389998689
917,1754389998720
918,1754389998721
919,1754389998721
920,1754389998721
921,1754389998753
922,1754389998753
923,1754389998753
924,1754389998754
925,1754389998800
926,1754389998800
927,1754389998800
928,1754389998839
